	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism	Score
2404	IT recruiters should consider skills instead of a degree in programming	in favor of	The number of IT jobs is increasing at a rapid rate due to the tech revolution. So, there will be more jobs in the IT field. And if the recruiters are very strict about the degree, they may miss a large pool of talent, who are of a non-IT background. 	1	0	0	0	0	1	0	0	0	1	2.8389810972798526
269	We should abolish the three-strikes laws	against	we shouldn't abolish the three strikes law because it is necessary to ensure society understands the ramifications of repeated ill behavior. three felonies is just about enough as far as i'm concerned.	0	1	1	0	1	1	0	0	0	1	2.715629322268326
1840	We should legalize organ trade	against	an organ trade could lead to exploitation of vulnerable people for financial gain.	0	0	0	0	0	1	0	0	0	1	2.336791147994467
1977	We should ban whaling	in favor of	whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.	0	0	0	0	0	0	0	0	0	1	2.816735822959889
2137	We should subsidize student loans	in favor of	we should subsidize student loans because it can help them manage future finances	0	0	0	0	0	1	0	0	0	0	1.8568464730290453
129	We should adopt a multi-party system	in favor of	In multi-party systems, there are many types of ideologies - as opposed to two-party systems, where the nation is not divided into two rival groups.	0	0	0	0	0	1	1	0	0	1	2.807514983863532
3920	We should promote a culture of exchange and sharing of goods and services	in favor of	All this lengthens the life cycle of a product and reduces waste.	0	0	0	0	0	0	0	0	0	1	2.816735822959889
3865	We should promote the use of nuclear energy instead of renewable energy sources	in favor of	There is no generation technology that comes with zero risks, and this is why we need to look at objective scientific indicators.	0	0	0	0	0	0	0	0	0	1	2.816735822959889
666	We should ban private military companies	against	private military companies are made up of soldiers that are probably much better trained than the kids we currently send to military.	1	0	0	0	1	1	0	0	0	1	2.9228042876901803
1952	We should abolish capital punishment	in favor of	capital punishment can potentially lead to the death of innocent men. there are cases where there is strong doubt that the person executed actually carried out the crime.	0	0	0	0	0	0	0	0	0	1	2.816735822959889
1697	We should ban private military companies	in favor of	private military companies are mercenaries who can harm our society for greed and we don't need them	0	0	0	0	0	1	1	0	0	0	2.8029045643153525
1571	We should abolish the right to keep and bear arms	against	The right to keep and bear arms is a constitutional right and should never be abolished as it allows personal protection	0	0	1	0	0	1	1	0	0	0	2.7793914246196407
358	We should abolish zoos	against	a zoo is a safe place for animals who lost their homes and are not able to care for themselves	0	1	0	0	0	0	0	0	0	1	2.9073305670816043
