	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism	Score
2004	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research should be subsidized because it could lead to massive changes in human beings. this type of research could reverse aging, change genes, and learn how to cure diseases.	1	0	0	0	0	1	1	0	0	0	2.891712038717483
662	We should abolish capital punishment	in favor of	capital punishment can often cause great pain when being implemented and does not deter violent crime which is often committed in the throes of rage not to mention the injustice to the wrongly convicted.	0	0	0	0	0	1	0	0	0	1	2.9909255898366607
1385	We should subsidize space exploration	against	we should not subsidize something like space exploration because it would put lives at risk.	0	1	0	0	0	1	0	0	0	0	2.8411978221415604
2081	We should fight for the abolition of nuclear weapons	in favor of	it only takes one person in power to  start a nuclear war which could kill us all. we should take away this power.	0	0	0	0	0	1	0	0	0	1	2.9909255898366607
3844	Bullet for Bullet is a right policy	in favor of	If we keep on forgiving the terrorists, terrorism will not be eliminated.	0	1	0	0	0	1	0	0	0	1	2.979733817301875
766	We should oppose collectivism	against	collectivism promotes a greater sense of community where people care about each other's welfare.	0	1	0	0	0	1	0	0	0	1	2.979733817301875
3054	United in diversity should be a concept for reconciliation in the Western Balkans.	in favor of	I believe the EU should expedite the enlargement process towards the Western Balkans, to help them evolve and facilitate the reconciliation problems. As you say, Montenegro for instance is a peaceful country that has made efforts to overcome past troubles, and that too should be acknowledged.	0	1	0	0	0	1	0	0	0	1	2.979733817301875
1661	We should oppose collectivism	in favor of	collectivism requires too much individual compromise.	0	0	0	0	0	0	1	0	0	0	2.9446460980036293
3742	Blockade of the Gaza Strip should be ended	against	the blockade of the gaza strip keeps more arms from entering through there which in turn saves lives.	0	0	0	0	0	1	0	0	0	0	2.7250453720508165
4224	We should ease the education involution.	in favor of	Parents' overwhelming fear-dominated anxiety is the greatest enemy of education; the intent of education should be to make a person become a better version of himself.	1	0	0	0	0	0	1	0	0	0	2.9750453720508165
1138	We should legalize organ trade	in favor of	the organ trade would allow for more lives to be saved or improved	0	1	0	0	0	1	0	0	0	1	2.979733817301875
2383	India should store the data within the territorial boundaries of the country	in favor of	We can ensure data privacy by localizing the data.	0	0	0	0	0	1	1	0	0	0	2.8348457350272227
3676	Payday loans should be banned	in favor of	payday loans take advantage of people with poor credit	0	0	0	0	0	1	0	0	0	1	2.9909255898366607
224	We should ban targeted killing	in favor of	we should definitely ban targeted killing because the loss of life should never be a planned event.	0	1	0	0	0	1	0	0	0	1	2.979733817301875
