	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism	Score
1602	We should ban factory farming	against	factory farming is needed in our times in order to provide ample food for everyone	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
381	We should legalize organ trade	in favor of	organ trade between consenting parties should be an option as it can reduce wait times.	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
788	We should subsidize embryonic stem cell research	in favor of	providing more funding from goverment to speed up embryonic stem cell research can only be for the benefit of the public's health.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
3630	Holocaust denial should be a criminal offence	in favor of	teaching someone that the holocaust never happened when it did could cause people to be shunned or even hurt just because someone told them untrue information.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
3759	The use of public defenders should be mandatory	against	public defenders can never be truly independent of the justice system that pays them, therefore they shouldn't be mandatory	0	1	0	0	0	0	1	0	0	1	2.9194943446440447
923	We should legalize organ trade	in favor of	legalizing organ trade would make it safer by moving it out of the hands of unscrupulous people operating in the black market.	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
4066	We should recognize Esperanto as one of the cultural languages of EU citizens	in favor of	Esperanto is a common language of citizens from all countries of the EU. Esperanto encounters bring them together for contact and understanding. The authorities of the European Union are called upon to support this direct communication of the citizens. It is our free choice in which language we want to talk to each other - please recognize and promote it!  	0	1	0	0	0	0	1	0	0	1	2.9194943446440447
4190	We should open up three-child policy to encourage childbirth.	against	To solve the fertility problem in the long term, we need to start at the source: for example, giving young people less pressure to work, regulating and stabilizing housing prices and so on.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1304	We should legalize organ trade	in favor of	at this time many people are dying because they do not get an organ transplant. organ trade would incentivize people to be more prepared to have their relatives organs transplanted to save others	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
4114	We should promote awareness in society of what migrants are contributing. 	against	Misconceptions like the view that mass migration is somehow 'good' need to be clearly pointed out.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
958	We should abolish zoos	against	we shouldnt because they are helping animals that might be going extinct to help breed.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
882	We should limit judicial activism	against	judicial activism can give proper justice to those when the law isn't completely clear	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
3410	Payday loans should be banned	in favor of	A government ban on payday loans is the only way to protect those most vulnerable.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1552	We should ban algorithmic trading	in favor of	algorithms can be hacked and therefore the data isn't safe, and should therefore be banned.	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
1494	We should subsidize student loans	in favor of	students need help with the burden of college costs and shouldn't have to go into crippling debt to get an education.	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
1607	We should subsidize student loans	against	if people want to go to college, they need to work hard and earn enough to go	0	1	0	0	0	0	1	0	0	0	2.860778443113772
1735	We should legalize cannabis	in favor of	cannabis provides many benefits, including soothing the pain of people that are ill.  the fact that it is still illegal is outdated and should be changed.	0	1	0	1	0	1	1	0	0	1	2.9728542914171654
1631	We should subsidize journalism	against	journalism is dead as many new outlets are heavily biased and strive for sensational news rather than accurate news	0	1	0	0	0	0	0	0	0	1	2.795908183632734
140	We should subsidize embryonic stem cell research	against	we should not subsidize embryonic stem cell research because it can harm life of a person once it is not done successfully	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1100	We should introduce compulsory voting	against	people have a right to vote and they also have a right not to vote if they don't like any of the candidates	0	1	0	0	0	0	1	0	0	0	2.860778443113772
1246	We should abolish the three-strikes laws	in favor of	three strikes laws lack nuance and fail to evaluate circumstances around crimes committed.	0	1	0	0	0	0	1	0	0	1	2.9194943446440447
2567	Organ donation should be made compulsory	in favor of	Many people are being kidnapped for organs. Illegal human organ trafficking is in almost every country. Some poor people are selling organs. All these things are consequences of organs shortage.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1129	We should abolish capital punishment	against	if you kill or rape someone you deserve to die.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
823	We should adopt atheism	in favor of	too many people fight and cause wars through religion so it should be banned in favor of atheism	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1021	We should abolish capital punishment	in favor of	capital punishment is a barbaric act that illustrates to people that murder is a viable option and codified in law.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
317	We should abolish the right to keep and bear arms	against	Citizens should be allowed to defend themselves with lethal force in a life-or-death situation because the police are typically slow to respond to such situations.	0	1	0	0	0	0	0	0	0	0	2.5548902195608783
2134	We should abolish the right to keep and bear arms	in favor of	Gun ownership only breeds more violence. Guns sold on the consumer market today are inexcusably far too powerful for mere self-defense purposes.	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
622	We should abolish capital punishment	in favor of	capital punishment should be abolished as man has no right to decide to take another life no matter that that person has done.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
1054	We should abolish zoos	in favor of	zoos constrict wild animals to enclosures not suitable for them purely for enjoyment	0	1	0	0	0	0	0	0	0	1	2.795908183632734
2780	We need a better distribution of refugees.	against	If you want migrants, invite them into your home.	0	1	0	0	0	0	1	0	0	1	2.9194943446440447
2473	We should have psychological counseling in educational institutions	in favor of	The covid pandemic affected the mental health of many people. As schools and colleges were shut down for a long time, many students felt isolated and that caused an even more negative impact on mental health. As schools and colleges have reopened, students need help to adapt to the new normal.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
3625	Payday loans should be banned	in favor of	payday loans have such a high rate of interest that many people have to take out another loan to pay off the first, leaving them in an endless loop of debt	0	1	0	0	0	1	0	0	0	0	2.9540918163672654
3265	The use of public defenders should be mandatory	in favor of	this ensures the accused or defendees get the best legal advice for a fair trial.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
1206	We should legalize cannabis	in favor of	Legalizing it would eliminate the black market for cannabis and will also free up prisons of people who are arrested and sentenced for cannabis possession.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
192	We should subsidize journalism	against	when you subsidize journalism you are making the reporting agency less likely to report anything bad about the place that is providing the funding. therefore you are getting less accurate news.	0	1	0	0	0	0	1	0	0	1	2.9194943446440447
1323	We should end the use of economic sanctions	in favor of	economic sanctions end up hurting ordinary people more than the targeted governments	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
2	We should ban factory farming	against	factory farming allows for the production of cheap food, which is a necessity for families surviving on a low income.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1185	We should ban factory farming	in favor of	we should ban factory farming because it is cruel to animals and the quality is questionable at best.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
3348	Entrapment should be legalized	against	entrapment should not be legalized because there will be an absue of such power and just about anyone can be arrested.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
1340	We should legalize organ trade	against	the organ trade will mainly use poorer people to provide organs for the rich.	0	1	0	0	0	0	0	0	0	1	2.795908183632734
2627	Immigrants should receive help from the EU through integration programs	in favor of	Each migrant in the European Union must be given the possibility to integrate even if the refugee status is not clear. Integration programs could support this development in all cases.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
3200	Blockade of the Gaza Strip should be ended	in favor of	the blockade prevents free access to the citizens, preventing necessary aid to the people, causing dire living conditions and severe economic detriments.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
2461	We should stop using cash	in favor of	COVID Pandemic increased the number of cashless transactions. They can prevent the spread of contagious diseases.	0	1	0	0	0	1	0	0	0	1	2.9817032601463738
