	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism	Score
1196	We should adopt atheism	against	we should not adopt atheism because people have a right to believe what ever they want	0	0	0	0	0	0	1	0	0	0	3.7060810810810807
1829	We should ban targeted killing	against	we should not ban targeted killing as this is an effective way to extinguish terrorist threats etc and the use of drones helps to reduce civilian casualties.	1	0	0	0	0	1	0	0	0	1	3.0246496496496498
3092	We need a stand-alone European army.	in favor of	Turkey is encroaching on EU territory, Russia is sending its army to the Ukrainian border, and what can we do? Nothing, because nobody is taking us seriously. Our threats are empty and get ignored, and our diplomacy is weak. It's time for the EU to be recognized as a strong force that can and will protect its people and its interests.  	1	0	0	0	0	0	0	0	0	0	4.847972972972974
1915	We should subsidize space exploration	against	space exploration is a bottomless money pit that completely fails to justify the enornomous quantity of revenue pumped into it.	0	0	0	0	1	1	0	0	0	0	3.493806306306306
3034	There should be a European Common Defence and Security Alliance	in favor of	We need to revisit the idea of a defense union that is independent of NATO. National armies of EU states should be able to cooperate. This includes the same equipment, the same training and the same battle language.  	1	0	0	0	0	1	1	0	0	0	3.5585585585585586
903	We should subsidize space exploration	against	space exploration should be privatized and maybe we'd get somewhere.	1	0	0	0	1	0	1	0	0	0	4.473348348348348
1012	We should end the use of economic sanctions	in favor of	we should end economic sanctions as they provide no real value	1	0	0	0	0	1	0	0	0	1	3.0246496496496498
191	We should ban algorithmic trading	against	algorithmic trading allows for greater numbers of trades to happen, getting more people involved in the economy	1	0	0	0	1	0	0	1	0	0	4.8141891891891895
2534	WikiLeaks is not a bane	in favor of	WikiLeaks has won a number of awards, including The Economist's New Media Award in 2008 and Amnesty International's UK Media Award in 2009.	1	0	0	0	0	0	0	0	0	0	4.847972972972974
4131	We should promote European values and secure a Global Transition to CO2 Neutrality	against	I oppose tying investment to ideological convictions. Generally, there has been way too much ideology in European matters, and conflicts that derive from a conflict of worldviews within Europe have already contributed greatly to the current crisis of the EU this conference hopes to address. Specifically, when it comes to trade, all that should matter are our financial, economic, and strategic interests. Let us leave ideology to that very expensive talking shop: the European Parliament. 	0	0	0	0	1	0	0	0	0	1	3.4851726726726726
2665	We need a common migration and asylum policy, based on respect for rights and equal treatment	in favor of	In the EU labor market we will need more workers from outside Europe to continue the level of economic activities we are planning. 	1	0	0	0	1	1	0	0	0	0	3.945195195195195
3673	Blockade of the Gaza Strip should be ended	in favor of	because of the gaza strip families living in poverty has continuously grown over the years, it should be ended so the country can progress	0	0	0	0	1	1	0	0	0	1	3.0306556556556554
2614	Cohesion funds should be provided directly to cities and regions	in favor of	The cohesion funds have become a mechanism for local oligarchs and political elites to maintain their power and influence within national contexts, thus resulting in utilizing EU funds for their own personal or political gains and withholding the benefits from the people in cities and regions.	0	0	1	0	1	0	0	0	0	1	3.01976976976977
176	We should subsidize embryonic stem cell research	in favor of	supporting embryonic stem cell research is important because it is the future of medicine and it can help scientists to find new cures for diseases.	1	1	0	0	0	1	1	1	0	0	3.4614864864864865
1577	We should subsidize student loans	in favor of	most people can't afford to go to college, and we don't want them to graduate with massive debts	1	0	0	0	0	1	0	0	0	0	3.4847972972972974
1884	We should introduce compulsory voting	in favor of	if everyone votes, the results actually reflect what people want.	1	0	0	0	0	0	0	0	0	1	3.476163663663664
3595	Holocaust denial should be a criminal offence	against	holocaust denial should not be a criminal offence because if people don't want to believe something happened they shouldn't be punished because of it.	0	0	0	0	0	0	1	0	0	0	3.7060810810810807
648	We should subsidize journalism	in favor of	subsidizing journalism allows the news outlets to be of a higher quality and keep people more informed about the world around them	1	1	0	0	0	0	1	0	0	1	3.1403903903903907
1215	We should legalize organ trade	in favor of	Organs are a form of property and people should be allowed to sell their property if they want to.	1	1	0	0	1	1	1	0	0	1	3.2581956956956954
2276	We should adopt a multi-party system	in favor of	it will give a stronger representation of the electorate.	0	0	0	0	1	0	0	0	0	1	3.4851726726726726
1207	We should limit judicial activism	against	many laws need to change with the times and a judge is in a better position than our elected officials to accurately and fairly review those laws.	1	1	0	0	1	1	1	0	0	1	3.2581956956956954
